obs_id,date,Treated,post,econ_active_rate,literacy_rate,pop_hh_ratio,hindu_rate,polygamy_rate,mean_ntl,period
1,1992-01-01,0,0,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,1
1,1993-01-01,0,0,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,2
1,1994-01-01,0,0,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,3
1,1995-01-01,0,0,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,4
1,1996-01-01,0,0,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,5
1,1997-01-01,0,0,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,6
1,1998-01-01,0,0,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,7
1,1999-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,8
1,2000-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,9
1,2001-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,10
1,2002-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,11
1,2003-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,12
1,2004-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,13
1,2005-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,14
1,2006-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,15
1,2007-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,16
1,2008-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,17
1,2009-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,18
1,2010-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,19
1,2011-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,20
1,2012-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,21
1,2013-01-01,0,1,0.771248179,0.420658059,4.866419295,1.074342356,0.007770763,0.0,22
2,1992-01-01,1,0,0.889576883,0.283681636,4.79704797,1.043076923,0.012899897,0.0,1
2,1993-01-01,1,0,0.889576883,0.283681636,4.79704797,1.043076923,0.012899897,0.0,2
2,1994-01-01,1,0,0.889576883,0.283681636,4.79704797,1.043076923,0.012899897,0.0,3
2,1995-01-01,1,0,0.889576883,0.283681636,4.79704797,1.043076923,0.012899897,0.0,4
2,1996-01-01,1,0,0.889576883,0.283681636,4.79704797,1.043076923,0.012899897,0.0,5
2,1997-01-01,1,0,0.889576883,0.283681636,4.79704797,1.043076923,0.012899897,0.0,6
2,1998-01-01,1,0,0.889576883,0.283681636,4.79704797,1.043076923,0.012899897,0.0,7
3,1992-01-01,1,0,0.911720511,0.446267696,5.145962733,1.161738081,0.010894065,0.0,1
3,1993-01-01,1,0,0.911720511,0.446267696,5.145962733,1.161738081,0.010894065,0.0,2
3,1994-01-01,1,0,0.911720511,0.446267696,5.145962733,1.161738081,0.010894065,0.0,3
3,1995-01-01,1,0,0.911720511,0.446267696,5.145962733,1.161738081,0.010894065,0.0,4
3,1996-01-01,1,0,0.911720511,0.446267696,5.145962733,1.161738081,0.010894065,0.0,5
3,1997-01-01,1,0,0.911720511,0.446267696,5.145962733,1.161738081,0.010894065,0.0,6
3,1998-01-01,1,0,0.911720511,0.446267696,5.145962733,1.161738081,0.010894065,0.0,7
4,1992-01-01,0,0,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,1
4,1993-01-01,0,0,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,2
4,1994-01-01,0,0,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,3
4,1995-01-01,0,0,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,4
4,1996-01-01,0,0,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,5
4,1997-01-01,0,0,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,6
4,1998-01-01,0,0,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,7
4,1999-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,8
4,2000-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,9
4,2001-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.456790123,10
4,2002-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,11
4,2003-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,12
4,2004-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,13
4,2005-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,14
4,2006-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,15
4,2007-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,16
4,2008-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,17
4,2009-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,18
4,2010-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,19
4,2011-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,20
4,2012-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,21
4,2013-01-01,0,1,0.978306216,0.368584223,4.735930736,1.096892139,0.017521902,0.0,22
5,1992-01-01,0,0,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,1
5,1993-01-01,0,0,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,2
5,1994-01-01,0,0,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,3
5,1995-01-01,0,0,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,4
5,1996-01-01,0,0,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,5
5,1997-01-01,0,0,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,6
5,1998-01-01,0,0,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,7
5,1999-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,8
5,2000-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,9
5,2001-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,10
5,2002-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,11
5,2003-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,12
5,2004-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,13
5,2005-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,14
5,2006-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,15
5,2007-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,16
5,2008-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,17
5,2009-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,18
5,2010-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,19
5,2011-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,20
5,2012-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,21
5,2013-01-01,0,1,0.759096132,0.367748279,5.157094595,1.173927285,0.021830716,0.0,22
6,1992-01-01,0,0,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,1
6,1993-01-01,0,0,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,2
6,1994-01-01,0,0,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,3
6,1995-01-01,0,0,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,4
6,1996-01-01,0,0,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,5
6,1997-01-01,0,0,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,6
6,1998-01-01,0,0,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,7
6,1999-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,8
6,2000-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,9
6,2001-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,10
6,2002-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,11
6,2003-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,12
6,2004-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,13
6,2005-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,14
6,2006-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,15
6,2007-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,16
6,2008-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,17
6,2009-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,18
6,2010-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,19
6,2011-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,20
6,2012-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,21
6,2013-01-01,0,1,0.624324324,0.695863747,4.894514768,1.15,0.046846847,0.0,22
7,1992-01-01,0,0,0.888990826,0.283394834,,,0.025229358,0.0,1
7,1993-01-01,0,0,0.888990826,0.283394834,,,0.025229358,0.0,2
7,1994-01-01,0,0,0.888990826,0.283394834,,,0.025229358,0.0,3
7,1995-01-01,0,0,0.888990826,0.283394834,,,0.025229358,0.0,4
7,1996-01-01,0,0,0.888990826,0.283394834,,,0.025229358,0.0,5
7,1997-01-01,0,0,0.888990826,0.283394834,,,0.025229358,0.0,6
7,1998-01-01,0,0,0.888990826,0.283394834,,,0.025229358,0.0,7
7,1999-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,8
7,2000-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,9
7,2001-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,10
7,2002-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,11
7,2003-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,12
7,2004-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,13
7,2005-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,14
7,2006-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,15
7,2007-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,16
7,2008-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,17
7,2009-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,18
7,2010-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,19
7,2011-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,20
7,2012-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,21
7,2013-01-01,0,1,0.888990826,0.283394834,,,0.025229358,0.0,22
8,1992-01-01,1,0,0.937619962,0.624461671,4.505836576,1.140759931,0.0,0.0,1
8,1993-01-01,1,0,0.937619962,0.624461671,4.505836576,1.140759931,0.0,0.0,2
8,1994-01-01,1,0,0.937619962,0.624461671,4.505836576,1.140759931,0.0,0.0,3
8,1995-01-01,1,0,0.937619962,0.624461671,4.505836576,1.140759931,0.0,0.0,4
8,1996-01-01,1,0,0.937619962,0.624461671,4.505836576,1.140759931,0.0,0.0,5
8,1997-01-01,1,0,0.937619962,0.624461671,4.505836576,1.140759931,0.0,0.0,6
8,1998-01-01,1,0,0.937619962,0.624461671,4.505836576,1.140759931,0.0,0.0,7
9,1992-01-01,0,0,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,1
9,1993-01-01,0,0,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,2
9,1994-01-01,0,0,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,3
9,1995-01-01,0,0,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,4
9,1996-01-01,0,0,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,5
9,1997-01-01,0,0,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,6
9,1998-01-01,0,0,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,7
9,1999-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,8
9,2000-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,9
9,2001-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,10
9,2002-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,11
9,2003-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,12
9,2004-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,13
9,2005-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,14
9,2006-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,15
9,2007-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,16
9,2008-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,17
9,2009-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,18
9,2010-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,19
9,2011-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,20
9,2012-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,21
9,2013-01-01,0,1,0.762984336,0.385883196,5.692460317,1.215057511,0.004534213,0.0,22
10,1992-01-01,0,0,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,1
10,1993-01-01,0,0,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,2
10,1994-01-01,0,0,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,3
10,1995-01-01,0,0,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,4
10,1996-01-01,0,0,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,5
10,1997-01-01,0,0,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,6
10,1998-01-01,0,0,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,7
10,1999-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,8
10,2000-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,9
10,2001-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,10
10,2002-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,11
10,2003-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,12
10,2004-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,13
10,2005-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,14
10,2006-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,15
10,2007-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,16
10,2008-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,17
10,2009-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,18
10,2010-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,19
10,2011-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,20
10,2012-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,21
10,2013-01-01,0,1,0.960962145,0.255018098,5.637931034,1.194189602,0.010248325,0.0,22
11,1992-01-01,1,0,0.877790179,0.386724387,5.090909091,1.082057823,0.016183036,0.0,1
11,1993-01-01,1,0,0.877790179,0.386724387,5.090909091,1.082057823,0.016183036,0.0,2
11,1994-01-01,1,0,0.877790179,0.386724387,5.090909091,1.082057823,0.016183036,0.0,3
11,1995-01-01,1,0,0.877790179,0.386724387,5.090909091,1.082057823,0.016183036,0.0,4
11,1996-01-01,1,0,0.877790179,0.386724387,5.090909091,1.082057823,0.016183036,0.0,5
11,1997-01-01,1,0,0.877790179,0.386724387,5.090909091,1.082057823,0.016183036,0.0,6
11,1998-01-01,1,0,0.877790179,0.386724387,5.090909091,1.082057823,0.016183036,0.0,7
12,1992-01-01,1,0,0.789830508,0.30377456,5.138387485,1.142857143,0.014175655,0.0,1
12,1993-01-01,1,0,0.789830508,0.30377456,5.138387485,1.142857143,0.014175655,0.0,2
12,1994-01-01,1,0,0.789830508,0.30377456,5.138387485,1.142857143,0.014175655,0.0,3
12,1995-01-01,1,0,0.789830508,0.30377456,5.138387485,1.142857143,0.014175655,0.0,4
12,1996-01-01,1,0,0.789830508,0.30377456,5.138387485,1.142857143,0.014175655,0.0,5
12,1997-01-01,1,0,0.789830508,0.30377456,5.138387485,1.142857143,0.014175655,0.0,6
12,1998-01-01,1,0,0.789830508,0.30377456,5.138387485,1.142857143,0.014175655,0.0,7
13,1992-01-01,1,0,0.846971798,0.369297898,4.95257732,1.26561199,0.005085529,0.0,1
13,1993-01-01,1,0,0.846971798,0.369297898,4.95257732,1.26561199,0.005085529,0.0,2
13,1994-01-01,1,0,0.846971798,0.369297898,4.95257732,1.26561199,0.005085529,0.0,3
13,1995-01-01,1,0,0.846971798,0.369297898,4.95257732,1.26561199,0.005085529,0.0,4
13,1996-01-01,1,0,0.846971798,0.369297898,4.95257732,1.26561199,0.005085529,0.0,5
13,1997-01-01,1,0,0.846971798,0.369297898,4.95257732,1.26561199,0.005085529,0.0,6
13,1998-01-01,1,0,0.846971798,0.369297898,4.95257732,1.26561199,0.005085529,0.0,7
14,1992-01-01,0,0,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,1
14,1993-01-01,0,0,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,2
14,1994-01-01,0,0,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,3
14,1995-01-01,0,0,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,4
14,1996-01-01,0,0,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,5
14,1997-01-01,0,0,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,6
14,1998-01-01,0,0,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,7
14,1999-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,8
14,2000-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,9
14,2001-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,10
14,2002-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,11
14,2003-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,12
14,2004-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,13
14,2005-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,14
14,2006-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,15
14,2007-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,16
14,2008-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,17
14,2009-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,18
14,2010-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,19
14,2011-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,20
14,2012-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,21
14,2013-01-01,0,1,0.976023392,0.444157187,5.736389685,1.172827173,0.022807018,0.0,22
15,1992-01-01,0,0,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,1
15,1993-01-01,0,0,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,2
15,1994-01-01,0,0,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,3
15,1995-01-01,0,0,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,4
15,1996-01-01,0,0,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,5
15,1997-01-01,0,0,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,6
15,1998-01-01,0,0,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,7
15,1999-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,8
15,2000-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,9
15,2001-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,10
15,2002-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,11
15,2003-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,12
15,2004-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,13
15,2005-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,14
15,2006-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,15
15,2007-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,16
15,2008-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,17
15,2009-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,18
15,2010-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,19
15,2011-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,20
15,2012-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,21
15,2013-01-01,0,1,0.75487612,0.344874101,4.693277311,1.230975828,0.008961518,0.0,22
16,1992-01-01,1,0,0.899315068,0.261538462,5.955017301,1.244625218,0.005479452,0.0,1
16,1993-01-01,1,0,0.899315068,0.261538462,5.955017301,1.244625218,0.005479452,0.0,2
16,1994-01-01,1,0,0.899315068,0.261538462,5.955017301,1.244625218,0.005479452,0.0,3
16,1995-01-01,1,0,0.899315068,0.261538462,5.955017301,1.244625218,0.005479452,0.0,4
16,1996-01-01,1,0,0.899315068,0.261538462,5.955017301,1.244625218,0.005479452,0.0,5
16,1997-01-01,1,0,0.899315068,0.261538462,5.955017301,1.244625218,0.005479452,0.0,6
16,1998-01-01,1,0,0.899315068,0.261538462,5.955017301,1.244625218,0.005479452,0.0,7
17,1992-01-01,1,0,0.683883012,0.448563969,4.773542601,,0.014312383,0.0,1
17,1993-01-01,1,0,0.683883012,0.448563969,4.773542601,,0.014312383,0.0,2
17,1994-01-01,1,0,0.683883012,0.448563969,4.773542601,,0.014312383,0.0,3
17,1995-01-01,1,0,0.683883012,0.448563969,4.773542601,,0.014312383,0.0,4
17,1996-01-01,1,0,0.683883012,0.448563969,4.773542601,,0.014312383,0.0,5
17,1997-01-01,1,0,0.683883012,0.448563969,4.773542601,,0.014312383,0.0,6
17,1998-01-01,1,0,0.683883012,0.448563969,4.773542601,,0.014312383,0.0,7
18,1992-01-01,1,0,0.887323944,0.513631407,5.085308057,1.104380242,0.0,0.0,1
18,1993-01-01,1,0,0.887323944,0.513631407,5.085308057,1.104380242,0.0,0.0,2
18,1994-01-01,1,0,0.887323944,0.513631407,5.085308057,1.104380242,0.0,0.0,3
18,1995-01-01,1,0,0.887323944,0.513631407,5.085308057,1.104380242,0.0,0.0,4
18,1996-01-01,1,0,0.887323944,0.513631407,5.085308057,1.104380242,0.0,0.0,5
18,1997-01-01,1,0,0.887323944,0.513631407,5.085308057,1.104380242,0.0,0.0,6
18,1998-01-01,1,0,0.887323944,0.513631407,5.085308057,1.104380242,0.0,0.0,7
20,1992-01-01,0,0,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,1
20,1993-01-01,0,0,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,2
20,1994-01-01,0,0,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,3
20,1995-01-01,0,0,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,4
20,1996-01-01,0,0,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,5
20,1997-01-01,0,0,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,6
20,1998-01-01,0,0,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,7
20,1999-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,8
20,2000-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,9
20,2001-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,10
20,2002-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,11
20,2003-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,12
20,2004-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,13
20,2005-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,14
20,2006-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,15
20,2007-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,16
20,2008-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,17
20,2009-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,18
20,2010-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,19
20,2011-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,20
20,2012-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,21
20,2013-01-01,0,1,0.868247694,0.359910163,5.662937063,1.048407014,0.006916996,0.0,22
21,1992-01-01,1,0,0.81961817,0.242579909,4.832884097,,0.004608295,0.0,1
21,1993-01-01,1,0,0.81961817,0.242579909,4.832884097,,0.004608295,0.0,2
21,1994-01-01,1,0,0.81961817,0.242579909,4.832884097,,0.004608295,0.0,3
21,1995-01-01,1,0,0.81961817,0.242579909,4.832884097,,0.004608295,0.0,4
21,1996-01-01,1,0,0.81961817,0.242579909,4.832884097,,0.004608295,0.0,5
21,1997-01-01,1,0,0.81961817,0.242579909,4.832884097,,0.004608295,0.0,6
21,1998-01-01,1,0,0.81961817,0.242579909,4.832884097,,0.004608295,0.0,7
22,1992-01-01,1,0,0.891106291,0.195668409,5.205263158,1.102797438,0.011279826,0.0,1
